server,package,version,license
go-report,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,BSD-3-Clause
go-report,github.com/nats-io/nats.go,v1.36.0,Apache-2.0
go-report,github.com/nats-io/nkeys,v0.4.7,Apache-2.0
go-report,github.com/nats-io/nuid,v1.0.1,Apache-2.0
go-report,github.com/pmezard/go-difflib,v1.0.0,BSD-3-Clause
go-report,github.com/prometheus/client_golang,v1.20.5,Apache-2.0
go-report,github.com/prometheus/client_golang,v1.20.5,BSD-3-Clause
go-report,github.com/prometheus/client_model,v0.6.1,Apache-2.0
go-report,github.com/prometheus/common,v0.55.0,Apache-2.0
go-report,github.com/prometheus/procfs,v0.15.1,Apache-2.0
go-report,github.com/stretchr/testify,v1.9.0,MIT
go-report,golang.org/x/crypto,v0.18.0,BSD-3-Clause
go-report,golang.org/x/sync,v0.7.0,BSD-3-Clause
go-report,golang.org/x/sys,v0.22.0,BSD-3-Clause
go-report,golang.org/x/text,v0.16.0,BSD-3-Clause
go-report,google.golang.org/protobuf,v1.34.2,BSD-3-Clause
go-report,gopkg.in/yaml.v3,v3.0.1,Apache-2.0
go-report,gopkg.in/yaml.v3,v3.0.1,MIT
go-scenario,github.com/BurntSushi/toml,v1.4.0,MIT
go-scenario,github.com/beorn7/perks,v1.0.1,MIT
go-scenario,github.com/cespare/xxhash/v2,v2.3.0,MIT
go-scenario,github.com/davecgh/go-spew,v1.1.1,ISC
go-scenario,github.com/google/go-cmp,v0.6.0,BSD-3-Clause
go-scenario,github.com/jackc/pgpassfile,v1.0.0,MIT
go-scenario,github.com/jackc/pgservicefile,v0.0.0-20221227161230-091c0ba34f0a,MIT
go-scenario,github.com/jackc/pgx/v5,v5.6.0,MIT
go-scenario,github.com/jackc/puddle/v2,v2.2.1,MIT
go-scenario,github.com/klauspost/compress,v1.17.9,Apache-2.0
go-scenario,github.com/klauspost/compress,v1.17.9,BSD-3-Clause
go-scenario,github.com/klauspost/compress,v1.17.9,MIT
go-scenario,github.com/kylelemons/godebug,v1.1.0,Apache-2.0
go-scenario,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,BSD-3-Clause
go-scenario,github.com/pmezard/go-difflib,v1.0.0,BSD-3-Clause
go-scenario,github.com/prometheus/client_golang,v1.20.5,Apache-2.0
go-scenario,github.com/prometheus/client_golang,v1.20.5,BSD-3-Clause
go-scenario,github.com/prometheus/client_model,v0.6.1,Apache-2.0
go-scenario,github.com/prometheus/common,v0.55.0,Apache-2.0
go-scenario,github.com/prometheus/procfs,v0.15.1,Apache-2.0
go-scenario,github.com/stretchr/testify,v1.9.0,MIT
go-scenario,golang.org/x/crypto,v0.17.0,BSD-3-Clause
go-scenario,golang.org/x/sync,v0.7.0,BSD-3-Clause
go-scenario,golang.org/x/sys,v0.22.0,BSD-3-Clause
go-scenario,golang.org/x/text,v0.16.0,BSD-3-Clause
go-scenario,google.golang.org/protobuf,v1.34.2,BSD-3-Clause
go-scenario,gopkg.in/yaml.v3,v3.0.1,Apache-2.0
go-scenario,gopkg.in/yaml.v3,v3.0.1,MIT
go-shared,github.com/beorn7/perks,v1.0.1,MIT
go-shared,github.com/cespare/xxhash/v2,v2.3.0,MIT
go-shared,github.com/davecgh/go-spew,v1.1.1,ISC
go-shared,github.com/google/go-cmp,v0.6.0,BSD-3-Clause
go-shared,github.com/jackc/pgpassfile,v1.0.0,MIT
go-shared,github.com/jackc/pgservicefile,v0.0.0-20221227161230-091c0ba34f0a,MIT
go-shared,github.com/jackc/pgx/v5,v5.6.0,MIT
go-shared,github.com/jackc/puddle/v2,v2.2.1,MIT
go-shared,github.com/klauspost/compress,v1.17.9,Apache-2.0
go-shared,github.com/klauspost/compress,v1.17.9,BSD-3-Clause
go-shared,github.com/klauspost/compress,v1.17.9,MIT
go-shared,github.com/kylelemons/godebug,v1.1.0,Apache-2.0
go-shared,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,BSD-3-Clause
go-shared,github.com/pmezard/go-difflib,v1.0.0,BSD-3-Clause
go-shared,github.com/prometheus/client_golang,v1.20.5,Apache-2.0
go-shared,github.com/prometheus/client_golang,v1.20.5,BSD-3-Clause
go-shared,github.com/prometheus/client_model,v0.6.1,Apache-2.0
go-shared,github.com/prometheus/common,v0.55.0,Apache-2.0
go-shared,github.com/prometheus/procfs,v0.15.1,Apache-2.0
go-shared,github.com/stretchr/testify,v1.9.0,MIT
go-shared,golang.org/x/crypto,v0.17.0,BSD-3-Clause
go-shared,golang.org/x/sync,v0.7.0,BSD-3-Clause
go-shared,golang.org/x/sys,v0.22.0,BSD-3-Clause
go-shared,golang.org/x/text,v0.16.0,BSD-3-Clause
go-shared,google.golang.org/protobuf,v1.34.2,BSD-3-Clause
go-shared,gopkg.in/yaml.v3,v3.0.1,Apache-2.0
go-shared,gopkg.in/yaml.v3,v3.0.1,MIT
go-sim-manager,github.com/BurntSushi/toml,v1.4.0,MIT
go-sim-manager,github.com/Microsoft/go-winio,v0.6.2,NONE
go-sim-manager,github.com/beorn7/perks,v1.0.1,MIT
go-sim-manager,github.com/cenkalti/backoff/v5,v5.0.3,MIT
go-sim-manager,github.com/cespare/xxhash/v2,v2.3.0,MIT
go-sim-manager,github.com/containerd/log,v0.1.0,Apache-2.0
go-sim-manager,github.com/davecgh/go-spew,v1.1.1,ISC
go-sim-manager,github.com/distribution/reference,v0.6.0,Apache-2.0
go-sim-manager,github.com/docker/docker,v27.3.1+incompatible,Apache-2.0
go-sim-manager,github.com/docker/go-connections,v0.5.0,Apache-2.0
go-sim-manager,github.com/docker/go-units,v0.5.0,Apache-2.0
go-sim-manager,github.com/felixge/httpsnoop,v1.1.0,MIT
go-sim-manager,github.com/go-logr/logr,v1.4.4,Apache-2.0
go-sim-manager,github.com/go-logr/stdr,v1.2.2,Apache-2.0
go-sim-manager,github.com/gogo/protobuf,v1.3.2,BSD-3-Clause
go-sim-manager,github.com/google/go-cmp,v0.7.0,BSD-3-Clause
go-sim-manager,github.com/google/uuid,v1.6.0,BSD-3-Clause
go-sim-manager,github.com/grpc-ecosystem/grpc-gateway/v2,v2.29.0,BSD-3-Clause
go-sim-manager,github.com/klauspost/compress,v1.17.9,Apache-2.0
go-sim-manager,github.com/klauspost/compress,v1.17.9,BSD-3-Clause
go-sim-manager,github.com/klauspost/compress,v1.17.9,MIT
go-sim-manager,github.com/kylelemons/godebug,v1.1.0,Apache-2.0
go-sim-manager,github.com/moby/docker-image-spec,v1.3.1,Apache-2.0
go-sim-manager,github.com/moby/term,v0.5.2,Apache-2.0
go-sim-manager,github.com/morikuni/aec,v1.1.0,MIT
go-sim-manager,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,BSD-3-Clause
go-sim-manager,github.com/opencontainers/go-digest,v1.0.0,Apache-2.0
go-sim-manager,github.com/opencontainers/go-digest,v1.0.0,CC-BY-SA-4.0
go-sim-manager,github.com/opencontainers/image-spec,v1.1.1,Apache-2.0
go-sim-manager,github.com/pkg/errors,v0.9.1,BSD-2-Clause
go-sim-manager,github.com/pmezard/go-difflib,v1.0.0,BSD-3-Clause
go-sim-manager,github.com/prometheus/client_golang,v1.20.5,Apache-2.0
go-sim-manager,github.com/prometheus/client_golang,v1.20.5,BSD-3-Clause
go-sim-manager,github.com/prometheus/client_model,v0.6.1,Apache-2.0
go-sim-manager,github.com/prometheus/common,v0.55.0,Apache-2.0
go-sim-manager,github.com/prometheus/procfs,v0.15.1,Apache-2.0
go-sim-manager,github.com/sirupsen/logrus,v1.9.3,MIT
go-sim-manager,github.com/stretchr/testify,v1.11.1,MIT
go-sim-manager,go.opentelemetry.io/auto/sdk,v1.2.1,Apache-2.0
go-sim-manager,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.70.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.70.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel/exporters/otlp/otlptrace,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel/exporters/otlp/otlptrace,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel/metric,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel/metric,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel/sdk,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel/sdk,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel/sdk/metric,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel/sdk/metric,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/otel/trace,v1.45.0,Apache-2.0
go-sim-manager,go.opentelemetry.io/otel/trace,v1.45.0,BSD-3-Clause
go-sim-manager,go.opentelemetry.io/proto/otlp,v1.11.0,Apache-2.0
go-sim-manager,golang.org/x/net,v0.57.0,BSD-3-Clause
go-sim-manager,golang.org/x/sys,v0.47.0,BSD-3-Clause
go-sim-manager,golang.org/x/text,v0.40.0,BSD-3-Clause
go-sim-manager,golang.org/x/time,v0.15.0,BSD-3-Clause
go-sim-manager,google.golang.org/genproto/googleapis/api,v0.0.0-20260803160001-6ac0973c030d,Apache-2.0
go-sim-manager,google.golang.org/genproto/googleapis/rpc,v0.0.0-20260803160001-6ac0973c030d,Apache-2.0
go-sim-manager,google.golang.org/grpc,v1.83.0,Apache-2.0
go-sim-manager,google.golang.org/protobuf,v1.36.11,BSD-3-Clause
go-sim-manager,gopkg.in/yaml.v3,v3.0.1,Apache-2.0
go-sim-manager,gopkg.in/yaml.v3,v3.0.1,MIT
go-sim-manager,gotest.tools/v3,v3.5.2,Apache-2.0
go-sim-manager,gotest.tools/v3,v3.5.2,BSD-3-Clause
go-snapshot,github.com/BurntSushi/toml,v1.4.0,MIT
go-snapshot,github.com/beorn7/perks,v1.0.1,MIT
go-snapshot,github.com/cespare/xxhash/v2,v2.3.0,MIT
go-snapshot,github.com/davecgh/go-spew,v1.1.1,ISC
go-snapshot,github.com/dustin/go-humanize,v1.0.1,NONE
go-snapshot,github.com/go-ini/ini,v1.67.0,Apache-2.0
go-snapshot,github.com/goccy/go-json,v0.10.3,MIT
go-snapshot,github.com/google/go-cmp,v0.6.0,BSD-3-Clause
go-snapshot,github.com/google/uuid,v1.6.0,BSD-3-Clause
go-snapshot,github.com/jackc/pgpassfile,v1.0.0,MIT
go-snapshot,github.com/jackc/pgservicefile,v0.0.0-20221227161230-091c0ba34f0a,MIT
go-snapshot,github.com/jackc/pgx/v5,v5.6.0,MIT
go-snapshot,github.com/jackc/puddle/v2,v2.2.1,MIT
go-snapshot,github.com/klauspost/compress,v1.17.9,Apache-2.0
go-snapshot,github.com/klauspost/compress,v1.17.9,BSD-3-Clause
go-snapshot,github.com/klauspost/compress,v1.17.9,MIT
go-snapshot,github.com/klauspost/cpuid/v2,v2.2.8,NONE
go-snapshot,github.com/kylelemons/godebug,v1.1.0,Apache-2.0
go-snapshot,github.com/minio/md5-simd,v1.1.2,Apache-2.0
go-snapshot,github.com/minio/md5-simd,v1.1.2,BSD-3-Clause
go-snapshot,github.com/minio/minio-go/v7,v7.0.74,Apache-2.0
go-snapshot,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,BSD-3-Clause
go-snapshot,github.com/pmezard/go-difflib,v1.0.0,BSD-3-Clause
go-snapshot,github.com/prometheus/client_golang,v1.20.5,Apache-2.0
go-snapshot,github.com/prometheus/client_golang,v1.20.5,BSD-3-Clause
go-snapshot,github.com/prometheus/client_model,v0.6.1,Apache-2.0
go-snapshot,github.com/prometheus/common,v0.55.0,Apache-2.0
go-snapshot,github.com/prometheus/procfs,v0.15.1,Apache-2.0
go-snapshot,github.com/rs/xid,v1.5.0,MIT
go-snapshot,github.com/stretchr/testify,v1.9.0,MIT
go-snapshot,golang.org/x/crypto,v0.24.0,BSD-3-Clause
go-snapshot,golang.org/x/net,v0.26.0,BSD-3-Clause
go-snapshot,golang.org/x/sync,v0.7.0,BSD-3-Clause
go-snapshot,golang.org/x/sys,v0.22.0,BSD-3-Clause
go-snapshot,golang.org/x/text,v0.16.0,BSD-3-Clause
go-snapshot,google.golang.org/protobuf,v1.34.2,BSD-3-Clause
go-snapshot,gopkg.in/yaml.v3,v3.0.1,Apache-2.0
go-snapshot,gopkg.in/yaml.v3,v3.0.1,MIT
py-ai,PyYAML,6.0.3,MIT
py-ai,annotated-types,0.8.0,MIT
py-ai,anyio,4.14.2,MIT
py-ai,cffi,2.1.1,MIT-0
py-ai,charset-normalizer,3.4.9,MIT
py-ai,click,8.4.2,BSD-3-Clause
py-ai,cryptography,50.0.0,Apache-2.0 OR BSD-3-Clause
py-ai,fastapi,0.115.6,OSI Approved :: MIT License
py-ai,grpcio,1.68.1,Apache License 2.0
py-ai,grpcio-tools,1.68.1,Apache License 2.0
py-ai,h11,0.16.0,MIT
py-ai,httptools,0.8.0,MIT
py-ai,idna,3.18,BSD-3-Clause
py-ai,pdfminer.six,20231228,MIT/X
py-ai,pdfplumber,0.11.4,OSI Approved :: MIT License
py-ai,pillow,12.3.0,MIT-CMU
py-ai,pip,24.2,MIT
py-ai,prometheus_client,0.21.1,Apache Software License 2.0
py-ai,protobuf,5.29.1,3-Clause BSD License
py-ai,psycopg,3.2.3,GNU Lesser General Public License v3 (LGPLv3)
py-ai,psycopg-binary,3.2.3,GNU Lesser General Public License v3 (LGPLv3)
py-ai,pycparser,3.0,BSD-3-Clause
py-ai,pydantic,2.13.4,MIT
py-ai,pydantic_core,2.46.4,MIT
py-ai,pypdfium2,5.12.1,"BSD-3-Clause, Apache-2.0, dependency licenses"
py-ai,python-dotenv,1.2.2,BSD-3-Clause
py-ai,setuptools,84.0.0,MIT
py-ai,starlette,0.41.3,BSD-3-Clause
py-ai,typing-inspection,0.4.3,MIT
py-ai,typing_extensions,4.16.0,PSF-2.0
py-ai,uvicorn,0.34.0,BSD-3-Clause
py-ai,uvloop,0.22.1,MIT License
py-ai,watchfiles,1.2.0,MIT
py-ai,websockets,17.0.1,BSD-3-Clause
py-sim-engine,PyYAML,6.0.3,MIT
py-sim-engine,annotated-types,0.8.0,MIT
py-sim-engine,anyio,4.14.2,MIT
py-sim-engine,click,8.4.2,BSD-3-Clause
py-sim-engine,fastapi,0.115.6,OSI Approved :: MIT License
py-sim-engine,grpcio,1.68.1,Apache License 2.0
py-sim-engine,grpcio-tools,1.68.1,Apache License 2.0
py-sim-engine,h11,0.16.0,MIT
py-sim-engine,httptools,0.8.0,MIT
py-sim-engine,idna,3.18,BSD-3-Clause
py-sim-engine,numpy,2.1.3,"Copyright (c) 2005-2024, NumPy Developers."
py-sim-engine,pip,24.2,MIT
py-sim-engine,prometheus_client,0.21.1,Apache Software License 2.0
py-sim-engine,protobuf,5.29.1,3-Clause BSD License
py-sim-engine,pydantic,2.13.4,MIT
py-sim-engine,pydantic_core,2.46.4,MIT
py-sim-engine,python-dotenv,1.2.2,BSD-3-Clause
py-sim-engine,setuptools,84.0.0,MIT
py-sim-engine,starlette,0.41.3,BSD-3-Clause
py-sim-engine,typing-inspection,0.4.3,MIT
py-sim-engine,typing_extensions,4.16.0,PSF-2.0
py-sim-engine,uvicorn,0.34.0,BSD-3-Clause
py-sim-engine,uvloop,0.22.1,MIT License
py-sim-engine,watchfiles,1.2.0,MIT
py-sim-engine,websockets,17.0.1,BSD-3-Clause
